,Episode.Season,Actual_imdb_rating,Predicted_imdb_rating
73,1.4,8.8,6.69190481
74,1.4,8.8,6.69190481
75,1.4,8.8,6.69190481
76,1.4,8.8,6.701745528
77,1.4,8.8,6.701745528
78,1.4,8.8,6.701745528
79,1.4,8.8,6.701745528
80,1.4,8.8,6.701745528
81,1.4,8.8,6.701745528
82,1.4,8.8,6.701745528
83,1.4,8.8,6.701745528
84,1.4,8.8,6.701745528
85,1.4,8.8,6.701745528
86,1.4,8.8,6.701745528
87,1.4,8.8,6.701745528
88,1.4,8.8,6.701745528
89,1.4,8.8,6.701745528
90,1.4,8.8,6.701745528
91,1.4,8.8,6.701745528
92,1.4,8.8,6.701745528
93,1.4,8.6,6.701745528
94,1.5,8.8,6.700096404
95,1.5,8.8,6.700096404
96,1.5,8.8,6.700096404
97,1.5,8.8,6.700096404
98,1.5,8.8,6.700096404
99,1.5,8.8,6.67699563
100,1.5,8.8,6.67699563
101,1.5,8.8,6.67699563
102,1.5,8.8,6.611514366
103,1.5,8.8,6.611514366
104,1.5,8.8,6.611514366
105,1.5,8.8,6.611514366
106,1.5,8.8,6.611514366
107,1.5,8.8,6.611514366
108,1.5,8.8,6.611514366
109,1.5,8.8,6.611514366
110,1.5,8.8,6.611514366
111,1.5,8.8,6.611514366
112,1.5,8.8,6.611514366
113,1.5,8.8,6.611514366
114,1.5,8.8,6.611514366
115,1.5,8.8,6.611514366
116,1.5,8.8,6.611514366
117,1.5,8.8,6.611514366
118,1.5,8.8,6.611514366
119,1.5,8.8,6.611514366
120,1.5,8.8,6.621701986
121,1.5,8.8,6.621701986
122,1.5,8.8,6.621701986
123,1.5,8.8,6.621701986
124,1.6,8.3,6.630359544
125,1.6,8.3,6.630359544
126,1.6,8.3,6.630359544
127,1.6,8.3,6.630359544
128,1.6,8.3,6.630359544
129,1.6,8.3,6.630359544
130,1.6,8.3,6.630359544
131,1.6,8.3,6.630359544
132,1.6,8.3,6.630359544
133,1.6,8.3,6.630359544
134,1.6,8.3,6.684217011
135,1.6,8.3,6.684217011
136,1.6,8.3,6.684217011
137,1.6,8.3,6.684217011
138,1.6,7.9,6.684217011
139,1.6,7.9,6.684217011
140,1.6,7.9,6.684217011
141,1.6,7.9,6.684217011
142,1.6,7.9,6.684217011
143,1.6,7.9,6.684217011
144,1.6,7.9,6.684217011
145,1.6,7.9,6.684217011
146,1.6,7.9,6.684217011
147,1.6,7.9,6.684217011
148,1.6,7.9,6.684217011
149,1.6,7.9,6.684217011
150,1.6,7.9,6.684217011
151,1.6,7.9,6.684217011
152,1.6,7.9,6.684217011
153,1.6,7.9,6.684217011
154,1.6,7.9,6.684217011
155,1.6,7.9,6.684217011
156,1.6,7.9,6.684217011
157,1.6,7.9,6.684217011
158,2.1,8.8,6.687211517
159,2.1,8.8,6.687211517
160,2.1,8.8,6.687211517
161,2.1,8.8,6.687211517
162,2.1,8.8,6.687211517
163,2.1,8.8,6.687211517
164,2.1,8.8,6.687211517
165,2.1,8.8,6.687211517
166,2.1,8.8,6.687211517
167,2.1,8.8,6.687211517
168,2.1,8.4,6.687211517
169,2.1,8.4,6.687211517
170,2.1,8.4,6.687211517
171,2.1,8.4,6.687211517
172,2.1,8.4,6.687211517
173,2.1,8.4,6.687211517
174,2.1,8.4,6.687211517
175,2.1,8.4,6.687211517
176,2.1,8.4,6.687211517
177,2.1,8.4,6.687211517
178,2.1,8.4,6.687211517
179,2.1,8.4,6.687211517
180,2.1,8.4,6.687211517
181,2.1,8.4,6.687211517
182,2.1,8.4,6.687211517
183,2.1,8.4,6.687211517
184,2.1,8.4,6.687211517
185,2.1,8.4,6.687211517
186,2.2,8,6.654591432
187,2.2,8,6.654591432
188,2.2,8,6.654591432
189,2.2,8,6.654591432
190,2.2,8,6.654591432
191,2.2,8,6.654591432
192,2.2,8,6.654591432
193,2.2,8,6.654591432
194,2.2,8,6.654591432
195,2.2,8,6.654591432
196,2.2,8,6.654591432
197,2.2,8,6.654591432
198,2.2,8,6.654591432
199,2.2,8,6.654591432
200,2.2,8,6.654591432
201,2.2,8,6.677470927
202,2.2,8,6.666882934
203,2.2,9.3,6.666882934
204,2.2,9.3,6.666882934
205,2.2,9.3,6.666882934
206,2.2,9.3,6.666882934
207,2.2,9.3,6.666882934
208,2.2,9.3,6.666882934
209,2.2,9.3,6.666882934
210,2.2,9.3,6.666882934
211,2.2,9.3,6.666882934
212,2.3,8.9,6.734992202
213,2.3,8.9,6.734992202
214,2.3,8.9,6.734992202
215,2.3,8.9,6.734992202
216,2.3,8.9,6.734992202
217,2.3,8.9,6.734992202
218,2.3,8.9,6.734992202
219,2.3,8.9,6.734992202
220,2.3,8.9,6.734992202
221,2.3,8.9,6.734992202
222,2.3,8.9,6.734992202
223,2.3,8.9,6.734992202
224,2.3,8.9,6.734992202
225,2.3,8.9,6.734992202
226,2.3,8.9,6.734992202
227,2.3,8.9,6.734992202
228,2.3,8.9,6.734992202
229,2.3,8.3,6.734992202
230,2.3,8.3,6.734992202
231,2.3,8.3,6.734992202
232,2.3,8.3,6.734992202
233,2.3,8.3,6.734992202
234,2.3,8.3,6.734992202
235,2.3,8.3,6.734992202
236,2.3,8.3,6.734992202
237,2.3,8.3,6.734992202
238,2.3,8.3,6.734992202
239,2.4,9.3,6.666882934
240,2.4,9.3,6.666882934
241,2.4,9.3,6.666882934
242,2.4,9.3,6.666882934
243,2.4,9.3,6.666882934
244,2.4,9.3,6.666882934
245,2.4,9.3,6.666882934
246,2.4,9.3,6.666882934
247,2.4,9.3,6.666882934
248,2.4,9.3,6.666882934
249,2.4,9.3,6.666882934
250,2.4,9.3,6.666882934
251,2.4,9.3,6.906419478
252,2.4,9.3,6.906419478
253,2.4,9.3,6.906419478
254,2.4,9.3,6.914550219
255,2.4,9.3,6.914550219
256,2.4,9.3,6.914550219
257,2.4,9.3,6.914550219
258,2.4,9.3,6.914550219
259,2.4,9.3,6.914550219
260,2.4,9.3,6.914550219
261,2.4,9.3,6.914550219
262,2.4,9.3,6.914550219
263,2.4,9.3,6.914550219
264,2.4,9.3,6.914550219
265,2.4,9.3,6.914550219
266,2.4,9.3,6.914550219
267,2.4,9.3,6.914550219
268,2.4,9.3,6.914550219
269,2.4,9.3,6.914550219
270,2.4,9.3,6.914550219
271,2.5,8.3,6.989369702
272,2.5,8.3,6.989369702
273,2.5,8.3,6.989369702
274,2.5,8.3,6.989369702
275,2.5,8.3,6.989369702
276,2.5,8.3,6.989369702
277,2.5,8.3,6.989369702
278,2.5,8.3,6.989369702
279,2.5,8.3,6.989369702
280,2.5,8.3,6.989369702
281,2.5,8.3,6.989369702
282,2.5,8.3,6.989369702
283,2.5,8.3,6.989369702
284,2.5,8.3,6.989369702
285,2.5,8.3,6.989369702
286,2.5,8.3,6.989369702
287,2.5,8.3,6.989369702
288,2.5,8.3,6.989369702
289,2.5,8.3,6.989369702
290,2.5,8.3,6.989369702
291,2.5,8.3,6.989369702
292,2.5,8.3,6.989369702
293,2.6,9.3,6.914550219
294,2.6,9.3,6.914550219
295,2.6,9.3,6.914550219
296,2.6,9.3,6.914550219
297,2.6,9.3,6.914550219
298,2.6,9.3,6.914550219
299,2.6,9.3,6.914550219
300,2.6,7.7,6.914550219
301,2.6,7.7,6.914550219
302,2.6,7.7,6.914550219
303,2.6,7.7,6.914550219
304,2.6,7.7,6.914550219
305,2.6,7.7,6.914550219
306,2.6,7.7,6.677470927
307,2.6,7.7,6.677470927
308,2.6,7.7,6.677470927
309,2.6,7.7,6.677470927
310,2.6,7.7,6.677470927
311,2.6,7.7,6.677470927
312,2.6,7.7,6.677470927
313,2.6,7.7,6.677470927
314,2.6,7.7,6.677470927
315,2.6,7.7,6.677470927
316,2.6,7.7,6.677470927
317,2.7,9.3,6.710465298
318,2.7,9.3,6.710465298
319,2.7,9.3,6.710465298
320,2.7,9.3,6.710465298
321,2.7,9.3,6.710465298
322,2.7,9.3,6.710465298
323,2.7,9.3,6.710465298
324,2.7,9.3,6.710465298
325,2.7,9.3,6.710465298
326,2.7,8.8,6.710465298
327,2.7,8.8,6.710465298
328,2.7,8.8,6.710465298
329,2.7,8.8,6.710465298
330,2.7,8.8,6.710465298
331,2.7,8.8,6.710465298
332,2.7,8.8,6.710465298
333,2.7,8.8,6.710465298
334,2.7,8.8,6.710465298
335,2.7,8.8,6.710465298
336,2.8,7.7,6.745281298
337,2.8,7.7,6.745281298
338,2.8,7.7,6.733637356
339,2.8,7.7,6.733637356
340,2.8,7.7,6.733637356
341,2.8,7.7,6.733637356
342,2.8,7.7,6.733637356
343,2.8,7.7,6.733637356
344,2.8,7.7,6.733637356
345,2.8,7.7,6.733637356
346,2.8,7.7,6.733637356
347,2.8,7.7,6.733637356
348,2.8,7.7,6.733637356
349,2.8,7.7,6.733637356
350,2.8,7.7,6.733637356
351,2.8,7.7,6.733637356
352,2.8,7.7,6.733637356
353,2.8,7.7,6.733637356
354,2.8,7.7,6.733637356
355,2.8,7.7,6.733637356
356,2.8,7.7,6.733637356
357,2.8,7.7,6.733637356
358,2.8,7.7,6.733637356
359,2.8,7.7,6.733637356
360,2.8,7.7,6.733637356
361,2.8,7.7,6.733637356
362,2.8,7.7,6.733637356
363,2.9,8.5,6.733637356
364,2.9,8.5,6.733637356
365,2.9,8.5,6.733637356
366,2.9,8.5,6.733637356
367,2.9,8.5,6.733637356
368,2.9,8.5,6.733637356
369,2.9,8.5,6.733637356
370,2.9,8.5,6.733637356
371,2.9,8.5,6.733637356
372,2.9,8.5,6.733637356
373,2.9,8.5,6.733637356
374,2.9,8.5,6.733637356
375,2.9,8.5,6.733637356
376,2.9,8.5,6.76694005
377,2.9,8.5,6.741257073
378,2.9,8.5,6.741257073
379,2.9,8.5,6.741257073
380,2.9,8.5,6.741257073
381,2.9,8.5,6.741257073
382,2.9,8.5,6.741257073
383,2.9,8.5,6.741257073
384,2.1,8.3,6.834055811
385,2.1,8.3,6.834055811
386,2.1,8.3,6.834055811
387,2.1,8.3,6.834055811
388,2.1,8.3,6.834055811
389,2.1,8.3,6.867843615
390,2.1,8.3,6.867843615
391,2.1,8.3,6.867843615
392,2.1,8.3,6.867843615
393,2.1,8.3,6.867843615
394,2.1,8.3,6.867843615
395,2.1,8.3,6.867843615
396,2.1,8.3,6.867843615
397,2.1,8.3,6.867843615
398,2.1,8.3,6.867843615
399,2.1,8.3,6.867843615
400,2.1,8.3,6.867843615
401,2.1,8.3,6.867843615
402,2.1,8.3,6.867843615
403,2.1,8.3,6.867843615
404,2.1,8.3,6.867843615
405,2.1,8.3,6.867843615
406,2.1,8.3,6.867843615
407,2.1,8.3,6.867843615
408,2.1,8.3,6.867843615
409,2.1,7.9,6.867843615
410,2.1,7.9,6.867843615
411,2.1,7.9,6.867843615
412,2.11,7.7,6.736407396
413,2.11,7.7,6.736407396
414,2.11,7.7,6.736407396
415,2.11,7.7,6.736407396
416,2.11,7.7,6.736407396
417,2.11,7.7,6.736407396
418,2.11,7.7,6.736407396
419,2.11,7.7,6.736407396
420,2.11,7.7,6.736407396
421,2.11,7.7,6.736407396
422,2.11,7.7,6.736407396
423,2.11,7.7,6.736407396
424,2.11,7.7,6.736407396
425,2.11,7.7,6.736407396
426,2.11,7.7,6.736407396
427,2.11,7.7,6.736407396
428,2.11,7.7,6.736407396
429,2.11,8.6,6.650314702
430,2.11,8.6,6.650314702
431,2.11,8.6,6.637768978
432,2.11,8.6,6.637768978
433,2.11,8.6,6.637768978
434,2.11,8.6,6.697807054
435,2.11,8.6,6.697807054
436,2.11,8.6,6.697807054
437,2.11,8.6,6.697807054
438,2.11,8.6,6.697807054
439,2.11,8.6,6.697807054
440,2.12,8.6,6.735067467
441,2.12,8.6,6.735067467
442,2.12,8.6,6.735067467
443,2.12,8.6,6.735067467
444,2.12,8.6,6.735067467
445,2.12,8.6,6.735067467
446,2.12,8.6,6.735067467
447,2.12,8.6,6.735067467
448,2.12,8.6,6.735067467
449,2.12,8.6,6.735067467
450,2.12,8.6,6.735067467
451,2.12,8.6,6.735067467
452,2.12,8.6,6.735067467
453,2.12,8.6,6.735067467
454,2.12,8.6,6.735067467
455,2.12,8.6,6.735067467
456,2.12,9,6.735067467
457,2.12,9,6.735067467
458,2.12,9,6.735067467
459,2.12,9,6.735067467
460,2.12,9,6.735067467
461,2.12,9,6.735067467
462,2.12,9,6.735067467
463,2.12,9,6.735067467
464,2.12,9,6.735067467
465,2.12,9,6.735067467
466,2.12,9,6.735067467
467,2.12,9,6.735067467
468,2.12,9,6.735067467
469,2.12,9,6.735067467
470,2.12,9,6.735067467
471,2.12,9,6.735067467
472,2.12,9,6.735067467
473,2.12,9,6.735067467
474,2.12,9,6.735067467
475,2.13,8.9,6.891040088
476,2.13,8.9,6.891040088
477,2.13,8.9,6.891040088
478,2.13,8.9,6.891040088
479,2.13,8.9,6.891040088
480,2.13,8.9,6.891040088
481,2.13,8.9,6.404388093
482,2.13,8.9,6.404388093
483,2.13,8.9,6.404388093
484,2.13,8.9,6.404388093
485,2.13,8.9,6.404388093
486,2.13,8.9,6.404358218
487,2.13,8.9,6.404358218
488,2.13,8.9,6.404358218
489,2.13,8.9,6.404358218
490,2.13,8.9,6.404358218
491,2.13,8.9,6.329551872
492,2.13,8.9,6.329551872
493,2.13,8.9,6.329551872
494,2.13,8.9,6.329551872
495,2.13,8.9,6.329551872
496,2.13,8.9,6.329551872
497,2.13,8.9,6.329551872
498,2.13,8.9,6.329551872
499,2.13,8.9,6.329551872
500,2.13,8.9,6.329551872
501,2.13,8.9,6.329551872
502,2.13,8.9,6.329551872
503,2.13,8.9,6.329551872
504,2.13,8.9,6.329551872
505,2.13,8.9,6.329551872
506,2.13,8.9,6.329551872
507,2.13,8.9,6.329551872
508,2.13,8.9,6.329551872
509,2.13,8.9,6.329551872
510,2.13,8.9,6.329551872
511,2.13,8.9,6.329551872
512,2.13,8.9,6.329551872
513,2.14,9.3,6.479341231
514,2.14,9.7,6.479341231
515,2.14,9.7,6.479341231
516,2.14,9.7,6.479341231
517,2.14,9.7,6.479341231
518,2.14,9.7,6.479341231
519,2.14,9.7,6.479341231
520,2.14,9.7,6.479341231
521,2.14,9.7,6.479341231
522,2.14,9.7,6.479341231
523,2.14,9.7,6.479341231
524,2.14,9.7,6.479341231
525,2.14,9.7,6.479341231
526,2.14,9.7,6.479341231
527,2.14,9.7,6.479341231
528,2.14,9.7,6.343124725
529,2.14,9.7,6.343124725
530,2.14,9.7,6.343124725
531,2.14,9.7,6.343124725
532,2.14,9.7,6.343124725
533,2.14,9.7,6.343124725
534,2.14,9.7,6.343124725
535,2.14,9.7,6.255424112
536,2.14,9.7,6.255424112
537,2.14,9.7,6.255424112
538,2.14,9.7,6.255424112
539,2.14,9.7,6.255424112
540,2.15,8.8,6.316234342
541,2.15,8.8,6.316234342
542,2.15,8.8,6.316234342
543,2.15,8.8,6.382339408
544,2.15,8.8,6.382339408
545,2.15,8.8,6.382339408
546,2.15,8.8,6.382339408
547,2.15,8.8,6.382339408
548,2.15,8.8,6.382339408
549,2.15,8.8,6.382339408
550,2.15,8.8,6.382339408
551,2.15,8.8,6.386186561
552,2.15,8.8,6.386186561
553,2.15,8.8,6.821501536
554,2.15,8.8,6.821501536
555,2.15,8.8,6.821501536
556,2.15,8.8,6.821501536
557,2.15,8.8,6.821501536
558,2.15,8.8,6.821501536
559,2.15,8.8,6.821501536
560,2.15,8.8,6.821501536
561,2.15,8.8,6.821501536
562,2.15,8.8,6.821501536
563,2.15,8.8,6.821501536
564,2.15,8.8,6.821501536
565,2.15,8.8,6.821501536
566,2.15,8.8,6.821501536
567,2.15,8.8,6.821501536
568,2.15,8.8,6.821501536
569,2.15,8.8,6.821501536
570,2.15,8.8,6.821501536
571,2.15,8.8,6.821501536
572,2.15,8.8,6.821501536
573,2.15,8.8,6.821501536
574,2.15,8.8,6.821501536
575,2.15,8.8,6.821501536
576,2.15,8.8,6.821501536
577,2.15,8.8,6.821501536
578,2.16,8.4,6.608812275
579,2.16,8.4,6.608812275
580,2.16,8.4,6.608812275
581,2.16,8.4,6.608812275
582,2.16,8.4,6.608812275
583,2.16,8.4,6.608812275
584,2.16,8.4,6.608812275
585,2.16,8.4,6.710465298
586,2.16,8.4,6.710465298
587,2.16,8.4,6.710465298
588,2.16,8.4,6.710465298
589,2.16,8.4,6.710465298
590,2.16,8.4,6.710465298
591,2.16,8.4,6.710465298
592,2.16,8.4,6.710465298
593,2.16,8.4,6.710465298
594,2.16,8.4,6.710465298
595,2.16,8.4,6.710465298
596,2.16,8.4,6.710465298
597,2.16,8.4,6.710465298
598,2.16,8.4,6.710465298
599,2.16,8.4,6.710465298
600,2.16,8.4,6.710465298
601,2.16,8.4,6.710465298
602,2.16,8.4,6.710465298
603,2.17,9,6.741435944
604,2.17,9,6.741435944
605,2.17,9,6.741435944
606,2.17,9,6.741435944
607,2.17,9,6.741435944
608,2.17,9,6.741435944
609,2.17,9,6.741435944
610,2.17,9,6.741435944
611,2.17,9,6.741435944
612,2.17,9,6.741435944
613,2.17,9,6.741435944
614,2.17,9,6.741435944
615,2.17,9,6.741435944
616,2.17,9,6.741435944
617,2.17,9,6.741435944
618,2.17,9,6.741435944
619,2.17,9,6.741435944
620,2.17,9,6.741435944
621,2.17,9,6.741435944
622,2.17,9,6.741435944
623,2.17,9,6.741435944
624,2.17,9,6.741435944
625,2.17,9,6.741435944
626,2.17,9,6.741435944
627,2.17,9,6.741435944
628,2.17,9,6.741435944
629,2.17,9,6.741435944
630,2.17,9,6.741435944
631,2.17,9,6.741435944
632,2.17,9,6.741435944
633,2.17,8.3,6.741435944
634,2.18,9.7,6.745281298
635,2.18,9.7,6.745281298
636,2.18,9.7,6.745281298
637,2.18,9.7,6.745281298
638,2.18,9.7,6.745281298
639,2.18,9.7,6.745281298
640,2.18,9.7,6.745281298
641,2.18,9.7,6.745281298
642,2.18,9.7,6.745281298
643,2.18,9.7,6.745281298
644,2.18,9.7,6.745281298
645,2.18,9.7,6.745281298
646,2.18,9.7,6.745281298
647,2.18,9.7,6.745281298
648,2.18,9.7,6.745281298
649,2.18,9.7,6.745281298
650,2.18,9.7,6.745281298
651,2.18,9.7,6.745281298
652,2.18,9.7,6.745281298
653,2.18,9.7,6.745281298
654,2.18,9.7,6.745281298
655,2.18,9.7,6.745281298
656,2.19,7.9,6.759925727
657,2.19,7.9,6.759925727
658,2.19,8,6.759925727
659,2.19,8,6.759925727
660,2.19,8,6.759925727
661,2.19,8,6.759925727
662,2.19,8,6.759925727
663,2.19,8,6.759925727
664,2.19,8,6.759925727
665,2.19,8,6.759925727
666,2.19,8,6.759925727
667,2.19,8,6.759925727
668,2.19,8,6.759925727
669,2.19,8,6.759925727
670,2.19,8,6.759925727
671,2.19,8,6.759925727
672,2.19,8,6.759925727
673,2.19,8,6.759925727
674,2.19,8,6.759925727
675,2.19,8,6.759925727
676,2.19,8,6.759925727
677,2.2,8.4,6.710465298
678,2.2,8.4,6.710465298
679,2.2,8.4,6.710465298
680,2.2,8.4,6.710465298
681,2.2,8.4,6.710465298
682,2.2,8.4,6.700104333
683,2.2,8.4,6.700104333
684,2.2,8.4,6.700104333
685,2.2,8.4,6.700104333
686,2.2,8.4,6.700104333
687,2.2,8.4,6.700104333
688,2.2,8.4,6.700104333
689,2.2,8.4,6.700104333
690,2.2,8.4,6.700104333
691,2.2,8.4,6.700104333
692,2.2,8.4,6.700104333
693,2.2,8.4,6.700104333
694,2.2,8.4,6.700104333
695,2.2,8.4,6.700104333
696,2.2,8.4,6.700104333
697,2.2,8.4,6.700104333
698,2.2,8.4,6.700104333
699,2.2,8.4,6.700104333
700,2.2,8.4,6.700104333
701,2.2,8.4,6.700104333
702,2.21,8.4,6.700104333
703,2.21,8.4,6.700104333
704,2.21,8.4,6.700104333
705,2.21,8.4,6.700104333
706,2.21,8.5,6.700104333
707,2.21,8.5,6.700104333
708,2.21,8.5,6.700104333
709,2.21,8.5,6.700104333
710,2.21,8.5,6.700104333
711,2.21,8.5,6.700104333
712,2.21,8.5,6.700104333
713,2.21,8.5,6.700104333
714,2.21,8.5,6.700104333
715,2.21,8.5,6.700104333
716,2.21,8.5,6.700104333
717,2.21,8.5,6.700104333
718,2.21,8.5,6.700104333
719,2.21,8.5,6.700104333
720,2.21,8.5,6.700104333
721,2.21,8.5,6.700104333
722,2.21,8.5,6.700104333
723,2.21,8.5,6.700104333
724,2.21,8.5,6.700104333
725,2.21,8.5,6.700104333
726,2.21,8.5,6.700104333
727,2.21,8.5,6.700104333
728,2.22,8.5,6.700104333
729,2.22,8.5,6.700104333
730,2.22,8.5,6.700104333
731,2.22,8.5,6.700104333
732,2.22,8.5,6.700104333
733,2.22,8.5,6.702842614
734,2.22,8.5,6.702842614
735,2.22,8.5,6.702842614
736,2.22,8.5,6.702842614
737,2.22,8.5,6.702842614
738,2.22,8.5,6.702842614
739,2.22,8.5,6.702842614
740,2.22,8.5,6.702842614
741,2.22,8.5,6.702842614
742,2.22,8.5,6.702842614
743,2.22,8.5,6.702842614
744,2.22,8.5,6.702842614
745,2.22,8.5,6.702842614
746,2.22,8.5,6.702842614
747,2.22,8.5,6.715872462
748,2.22,8.5,6.715872462
749,2.22,8.5,6.715872462
750,2.22,8.5,6.715872462
751,2.22,8.5,6.715872462
752,2.22,8.5,6.715872462
753,2.22,8.5,6.715872462
754,2.22,8.5,6.715872462
755,2.22,8.5,6.715872462
756,2.22,8.5,6.715872462
757,2.22,8.5,6.715872462
758,2.22,8.7,6.715872462
759,2.22,8.7,6.715872462
760,2.22,8.7,6.715872462
761,2.22,8.7,6.715872462
762,2.22,8.7,6.715872462
763,3.1,8.6,6.650314702
764,3.1,8.6,6.650314702
765,3.1,8.6,6.650314702
766,3.1,8.6,6.650314702
767,3.1,8.6,6.650314702
768,3.1,8.6,6.650314702
769,3.1,8.6,6.650314702
770,3.1,8.6,6.650314702
771,3.1,8.6,6.650314702
772,3.1,8.6,6.650314702
773,3.1,8.6,6.650314702
774,3.2,7.8,6.644776952
775,3.2,7.8,6.644776952
776,3.2,7.8,6.644776952
777,3.2,7.8,6.644776952
778,3.2,7.8,6.644776952
779,3.2,7.8,6.644776952
780,3.2,7.8,6.644776952
781,3.2,7.8,6.644776952
782,3.2,7.8,6.644776952
783,3.2,7.8,6.644776952
784,3.2,7.8,6.644776952
785,3.2,7.8,6.644776952
786,3.2,7.8,6.644776952
787,3.2,7.8,6.644776952
788,3.2,7.8,6.644776952
789,3.2,7.8,6.644776952
790,3.2,7.8,6.644776952
791,3.2,7.8,6.644776952
792,3.2,7.8,6.644776952
793,3.2,7.8,6.644776952
794,3.3,8.7,6.715872462
795,3.3,8.7,6.715872462
796,3.3,8.7,6.715872462
797,3.3,8.7,6.715872462
798,3.3,8.7,6.715872462
799,3.3,8.7,6.715872462
800,3.3,8.7,6.715872462
801,3.3,8.7,6.715872462
802,3.3,8.7,6.715872462
803,3.3,8.7,6.715872462
804,3.3,8.7,6.715872462
805,3.3,8.7,6.715872462
806,3.3,8.7,6.715872462
807,3.3,8.7,6.715872462
808,3.3,8.7,6.715872462
809,3.3,8.7,6.715872462
810,3.3,8.7,6.715872462
811,3.3,8.7,6.715872462
812,3.3,8.7,6.715872462
813,3.3,8.7,6.715872462
814,3.4,8.4,6.719907604
815,3.4,8.4,6.719907604
816,3.4,8.4,6.719907604
817,3.4,8.4,6.719907604
818,3.4,8.4,6.719907604
819,3.4,8.4,6.656416476
820,3.4,8.4,6.656416476
821,3.4,7.7,6.656416476
822,3.4,7.7,6.656416476
823,3.4,7.7,6.656416476
824,3.4,7.7,6.656416476
825,3.4,7.7,6.656416476
826,3.4,7.7,6.656416476
827,3.4,7.7,6.656416476
828,3.4,7.7,6.656416476
829,3.5,7.8,6.656416476
830,3.5,7.8,6.656416476
831,3.5,7.8,6.656416476
832,3.5,7.8,6.656416476
833,3.5,7.8,6.656416476
834,3.5,7.8,6.656416476
835,3.5,7.9,6.656416476
836,3.5,7.9,6.656416476
837,3.5,7.9,6.656416476
838,3.5,7.9,6.656416476
839,3.5,7.9,6.656416476
840,3.5,7.9,6.656416476
841,3.5,7.9,6.656416476
842,3.5,7.9,6.656416476
843,3.5,7.9,6.656416476
844,3.5,7.9,6.656416476
845,3.5,7.9,6.656416476
846,3.5,7.9,6.656416476
847,3.5,7.9,6.656416476
848,3.5,7.9,6.656416476
849,3.5,7.9,6.656416476
850,3.5,7.9,6.656416476
851,3.6,7.8,6.656416476
852,3.6,7.8,6.656416476
853,3.6,7.8,6.656416476
854,3.6,7.8,6.656416476
855,3.6,7.8,6.656416476
856,3.6,7.8,6.656416476
857,3.6,7.8,6.656416476
858,3.6,7.8,6.656416476
859,3.6,8.2,6.656416476
860,3.6,8.2,6.656416476
861,3.6,8.2,6.656416476
862,3.6,8.2,6.656416476
863,3.6,8.2,6.656416476
864,3.6,8.2,6.656416476
865,3.6,8.2,6.656416476
866,3.6,8.2,6.656416476
867,3.6,8.2,6.656416476
868,3.6,8.2,6.656416476
869,3.7,8,6.656416476
870,3.7,8,6.656416476
871,3.7,8,6.656416476
872,3.7,8,6.719907604
873,3.7,8,6.719907604
874,3.7,8,6.719907604
875,3.7,8,6.719907604
876,3.7,8,6.719907604
877,3.7,8.9,6.719907604
878,3.7,8.9,6.719907604
879,3.7,8.9,6.719907604
880,3.7,8.9,6.719907604
881,3.7,8.9,6.719907604
882,3.7,8.9,6.719907604
883,3.7,8.9,6.719907604
884,3.7,8.9,6.719907604
885,3.7,8.9,6.719907604
